Filename,Class,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
Image_11,Kawung,11225.152588848043,12528.117062668203,9049.036596200982,12560.210688196847,0.46598497043722764,0.4331140060988761,0.5146873633311706,0.4321450734994347,60.79820772058825,66.73830065359476,50.46015625,66.93185697808536,3.89287914067165,3.9872262475453253,3.8350430841498384,3.9900206610693,0.14612344251234505,0.13585021157538407,0.16435299672057477,0.13560017767395233,0.382260961271675,0.3685786368950106,0.4054047319908523,0.3682392940384721,0.5048975193175412,0.4479086857508474,0.6007568427940313,0.4464945467995158
Image_12,Kawung,5694.338679534313,6446.484875048059,4177.554993872548,6214.821560938099,0.10744104365687622,0.09384933688803655,0.13828168196343915,0.09954789568516548,46.920113357843135,51.010057670126876,39.01115196078431,49.83538638985004,8.416939065612048,8.487280186572876,8.31672250506257,8.473374293484532,0.0011534008948631536,0.001073191823864509,0.0018240774140730121,0.0011654255948936327,0.033961756357160824,0.03275960658897645,0.04270921931003904,0.0341383302886013,0.5308707844716037,0.4686174485143119,0.6557322197878453,0.48771076555719395
Image_13,Kawung,2586.6250459558823,3394.5423606305267,2424.647089460784,3437.0935947712414,0.0914152329066325,0.07888328750529967,0.09351559733008949,0.08138746348696207,32.21067708333334,37.66875816993464,31.44433210784313,37.69767012687427,9.265562024518898,9.381327045672453,9.252303371896058,9.377921449409897,0.0009536366534205594,0.0008643503718514791,0.0009742940384257256,0.0008768372144449216,0.0308810079728716,0.029399836255521547,0.031213683512615515,0.029611437223561465,0.7667928298463444,0.69379230743094,0.7813710075198224,0.6899574214477144
Image_14,Kawung,2035.4128982843135,2680.514432910419,1799.2451746323532,2567.9586928104573,0.06697590200205267,0.059582846794968496,0.07262177689829706,0.06109121760242173,29.44197303921569,33.62612841214917,27.142938112745103,32.972825836216835,9.389915309790558,9.480837128790897,9.3264958801851,9.468034886124343,0.0001911882270716191,0.00017811373231926147,0.00019940720572466126,0.00017649533251118472,0.013827083100626072,0.01334592568236694,0.014121161628019886,0.013285154591166214,0.8116765991052135,0.7518734117509819,0.8335282756320419,0.7622884024832384
Image_15,Kawung,4937.767018995099,5528.332656670511,3905.120098039217,5494.970534409843,0.07174483959461708,0.06827390079573346,0.08917553526204063,0.06909319609755518,43.16187193627452,46.756985774702024,37.449540441176474,46.70475970780469,9.660292880037545,9.724518719678539,9.570232655113621,9.731678300533035,0.00018654770137987802,0.0002112358228528612,0.00038178053419207775,0.00023797264855840946,0.013658246643690324,0.014533954136877589,0.019539205055274837,0.015426362129757277,0.5884684678755077,0.5404791412084762,0.6746939744977726,0.5432528149299853
Image_16,Kawung,8973.36928615196,9307.353986928105,4191.598422181372,9391.667435601692,0.14202901835772852,0.1384201000761247,0.23543282488922174,0.13835792795536878,62.38877144607844,64.3366858900423,38.821859681372544,64.71509419454054,7.751091119789394,7.806161724180326,7.537410450347892,7.809506219595206,0.008420372493264308,0.008539391867292634,0.023746093726533964,0.008508399499142743,0.09176258765566885,0.09240883002880533,0.15409767592839926,0.09224098600482729,0.44251873791249774,0.4219305738773435,0.7394441325110364,0.416693159861584
Image_17,Kawung,3296.3115808823527,3724.5227989234913,2391.8691023284314,3748.320276816608,0.1579960083036611,0.10977432075048763,0.14561568579463235,0.11036611357366356,34.92671568627451,39.04718185313341,30.955867034313727,39.10459054209919,8.692346400802577,8.838856616621277,8.694880225832241,8.836703215208946,0.0035786855097048017,0.0020280537414926773,0.002998851290669454,0.002037190735352873,0.059822115556914246,0.04503391767870831,0.05476176851298225,0.04513524936624227,0.7202158466446317,0.6840369165796384,0.7968300154285444,0.6820223424127687
Image_18,Kawung,3990.804227941177,4818.778039215685,4028.2050551470593,4886.723321799308,0.06694712860032394,0.05856496048041008,0.06674094304901337,0.056170290508083774,42.82558210784315,48.300499807766236,42.804136029411765,48.60484429065745,9.707128183622403,9.795437572827977,9.705481696307594,9.798486684395025,0.0009879263966232946,0.0008007110505659767,0.0009188342946898427,0.0007363108945321801,0.031431296451519375,0.028296838172594065,0.030312279602330187,0.027135049189787368,0.6816946199929251,0.6153579091632609,0.678845234185517,0.6099386826613452
Image_19,Kawung,4334.552113970587,4269.033325643983,1624.3853860294118,4411.718708189157,0.05813412357734231,0.058566556844377365,0.09029330089450543,0.056503999543142995,42.50634191176471,42.32439830834294,25.988051470588232,43.376562860438284,9.269172861225844,9.273038147249894,8.93977132464698,9.298909864060846,0.00015320317005478663,0.00015351419713915368,0.00021317308565966213,0.00014916984728169936,0.012377526814949205,0.012390084630023867,0.014600448132152045,0.012213510849943982,0.6012482711397654,0.6073700327250159,0.8506365102457866,0.5942457421715172
Image_20,Kawung,6508.684880514706,7808.6395540176845,6301.277297794117,7834.351264898115,0.22258250525999101,0.2070746421568737,0.2266615378804505,0.20616039091272156,49.73788296568627,55.55326412918107,48.39041053921568,55.37970011534024,7.592724950263159,7.681451224930973,7.576540411039532,7.676637772184138,0.01689779150353079,0.015953708988099537,0.01764083445782571,0.01599305492918835,0.12999150550528596,0.12630799257410252,0.13281880310342248,0.12646365062415504,0.609672754652404,0.5303283811613713,0.622219369608342,0.5287898548007096
Image_21,Kawung,6958.22055759804,7953.1991234140705,6986.936672794118,7480.454840445982,0.20003189537366348,0.18021398165773075,0.20390885947307585,0.1870524983087717,53.808915441176474,59.32442906574394,53.68256740196079,57.271357170319106,6.775546679106224,6.851597744925144,6.7681848907875874,6.833153863829768,0.014548077024161383,0.01261850212580528,0.014598116817863022,0.013451138081484933,0.12061540956346077,0.11233210638906972,0.12082266682151582,0.11597904156133096,0.5057874020011273,0.4343660817662806,0.5051965377688754,0.4679879313750012
Image_22,Kawung,5389.914292279413,6240.269696270665,3940.952512254902,6303.28404459823,0.100689435302898,0.11354264479957495,0.1304969800655908,0.10962022914525624,49.44802389705883,51.5289042675894,41.828707107843144,51.98562091503268,8.54571035131892,8.577214705286593,8.45367450183935,8.58365736564694,0.002719893992657572,0.0039045122827836174,0.004685904074980177,0.0036985415215305484,0.052152602932716334,0.06248609671585846,0.06845366370750493,0.06081563550215149,0.6196435909814296,0.5595413913008783,0.7225889499521839,0.5550952353440376
Image_23,Kawung,2374.8323376225494,3088.423329488658,2673.9036917892154,3139.8147020376773,0.11088116520328237,0.09713414114260098,0.10835599115779769,0.09417432229094226,29.74284620098039,34.25333333333333,31.723238357843133,34.45679354094578,9.186416814381918,9.310020802428532,9.228745386681812,9.314283623024904,0.0002779466158974313,0.00023713329433966554,0.0002634409692185698,0.00023285327368691622,0.016671731040819707,0.015399132908695396,0.0162308647095147,0.015259530585405181,0.7828777387002808,0.7168491311048147,0.7551362920330253,0.7121302341220823
Image_24,Kawung,3391.634635416667,4685.157324106113,3306.7670955882363,4591.708296808919,0.11338577938301159,0.0808543392322717,0.11492159084296368,0.07920484499773138,36.2553462009804,44.325951557093425,35.91151960784315,43.947589388696656,8.232781146489083,8.35845851893537,8.2354523103402,8.360972475241624,0.0015764076147845793,0.0008185523534334012,0.0017024756009557625,0.0008305883003328356,0.039703999984693976,0.028610353955052726,0.041261066405944506,0.028819928874527702,0.7328854426295227,0.6309737788003263,0.7393762863723442,0.638330835492054
Image_25,Kawung,4524.896384803922,5086.198723567858,4222.79362745098,5053.912741253364,0.37719424756145986,0.3605278015050597,0.385359676897732,0.3615445487250843,35.47218137254902,39.54586697424067,33.91197916666667,39.33499423298731,6.4913537268389145,6.591673635823809,6.4665656009867565,6.591284006804188,0.11209898388784512,0.1056047584691127,0.11509223078544759,0.10542460547735388,0.33481186342160146,0.32496885769118355,0.339252458775832,0.32469155436714686,0.7629546770464166,0.7332336428109341,0.7787809058905493,0.7349270123307681
Image_26,Kawung,4474.878553921569,4846.872218377545,2540.9362591911768,4975.519154171471,0.0639889214834796,0.06222832045862926,0.09097760322077345,0.06116628458220348,44.87276348039216,46.54539023452517,33.88068321078431,47.47006535947711,9.478724455465752,9.517090160878578,9.317938200197032,9.530372305529236,0.0007107227153844072,0.0006974351242483403,0.001940325686034218,0.0006857607926209434,0.026659383252138583,0.02640899703223014,0.04404912809618617,0.026187034819179954,0.6461021848147831,0.6162238495687448,0.7990458044573401,0.6060425032113247
Image_27,Kawung,3625.0846507352935,4039.091103421761,2530.964675245098,3947.0283583237224,0.09436248934445542,0.08462877533266686,0.11816323260914972,0.09185418329409302,38.188541666666666,41.09408688965783,31.7,40.46983467896963,8.30750900863772,8.37785267034792,8.199572184696256,8.358199214057986,0.0008122670526735509,0.0007613671197648081,0.000894379166629121,0.0007706273324325471,0.028500299168141216,0.027592881686493133,0.029906172717837385,0.027760175295421803,0.678647782735579,0.6418880530702774,0.7754443568161135,0.6500520762097867
Image_28,Kawung,4053.408746936275,5302.370626682045,3925.8754901960788,4731.865943867743,0.12384544033661178,0.10154497886635613,0.1262618058571543,0.11241775215151041,39.384757965686276,45.628973471741645,38.56724877450981,43.087966166858905,8.418845309570674,8.51585616069928,8.40357532700397,8.497813691670338,0.0019980174016604197,0.0013820330245915824,0.0019595334567459035,0.0018117140348084264,0.044699187930659544,0.03717570476254058,0.04426661785980383,0.042564234220862314,0.6842340984543589,0.5863106246297226,0.693656737955485,0.6308118281050339
Image_29,Kawung,1819.7897824754903,2589.9198154555934,1851.6716299019608,2576.523137254902,0.1454338186069008,0.10910160206947589,0.13466105707688322,0.11145797162144422,27.2913756127451,33.414932718185305,27.6375306372549,33.263652441368706,7.884612281178617,8.008280605237466,7.8976493743672656,8.009871182099292,0.00202356111907079,0.0012665161020345137,0.001998519340142613,0.0013747295313176944,0.044984009593085295,0.03558814552676936,0.04470480220449044,0.037077345257147176,0.8537313206834307,0.7915735494195877,0.8509917778103705,0.7926535186205791
Image_30,Kawung,3194.0471660539224,3575.6307881584,2058.012331495098,3540.00770472895,0.14627316386315384,0.12558661349057038,0.16039514109873748,0.11895561865441566,30.448912377450988,32.57190311418685,24.4820006127451,32.47641676278354,8.091935113723837,8.154411763280535,8.007512586335348,8.160700557302533,0.0008170042584282492,0.0007646843308868425,0.0010698321268036934,0.0007420924818050488,0.028583286347588676,0.027652926262637063,0.032708288350259074,0.027241374447796295,0.7300367051923838,0.6976135087041226,0.8261366109761881,0.7006336251852895
Image_31,Kawung,5590.221032475491,6066.957047289503,5067.187377450981,6079.505943867741,0.08361737377943207,0.07096099850221449,0.0794077383352711,0.07188102803664283,50.602037377450976,54.332241445597845,48.01715686274511,54.38126874279123,9.221919933087309,9.320591880605514,9.216487237611528,9.322081737018097,0.0012828346143910997,0.0009206639684467612,0.0010390472705434813,0.0009315852699720228,0.0358166806724339,0.030342444997836962,0.032234256165506306,0.030521881822260285,0.5558529664455172,0.5164254218605149,0.5963954405555388,0.5154333750053988
Image_32,Kawung,3563.3907015931372,5165.350465205691,4470.771951593138,5054.461391772395,0.1380167507524238,0.10935277683791424,0.10983476579964457,0.11338586632419098,41.07807904411764,49.35849288735102,46.32982536764706,48.66017685505575,7.956467520547528,8.06712792770394,8.008760958540792,8.068843316901189,0.005879507449808969,0.0036053198715012315,0.0035523803194684733,0.003889325860384636,0.07667794630667261,0.06004431589668777,0.05960184828902937,0.06236445991415813,0.7532533230066012,0.6424792886294848,0.6906270673947646,0.6501545305951005
Image_33,Kawung,4909.153599877452,5260.608842752787,3273.1646599264704,5260.414271434063,0.10412137426280876,0.08375139596147659,0.1306815286123513,0.08818089766023132,42.81217830882353,45.50179161860824,33.68010110294117,45.240938100730496,8.497341927098267,8.565484328307493,8.36542464097542,8.556423799553862,0.0008230082780661285,0.0007366198875687507,0.001010586607689951,0.0007573241948021943,0.02868812085282214,0.027140742207403812,0.03178972487597134,0.027519523884002688,0.5396081465040024,0.5061272981663292,0.6930376159313545,0.5061423628193812
Image_34,Kawung,9114.223314950981,10712.200107650904,8809.237561274513,10758.1415455594,0.30191303070282166,0.29436448234302504,0.310402445931663,0.29028049494717256,59.29267769607844,65.15484813533257,58.09332107843138,65.87792387543254,6.210593816995803,6.2986406953875615,6.203437187940606,6.307915789944602,0.06115672614931008,0.05653379498997886,0.06239589962488137,0.055549149123581096,0.24729885998384643,0.2377683641487632,0.24979171248238274,0.23568866990922813,0.5565212782117767,0.47802400304069464,0.5713612363223255,0.4757854033494039
Image_35,Kawung,4613.648682598039,4605.811564782775,1583.977665441177,4491.8794309880805,0.04368298964624596,0.039846596481134255,0.07839924785842722,0.0418666042724596,46.11669730392156,46.818900422914254,27.126531862745104,45.885674740484426,9.759537571556,9.78385491307911,9.38070038647629,9.764802545208443,9.035796121834151e-05,8.86028367819374e-05,0.0003470855325701054,9.22181617368057e-05,0.009505680471083673,0.009412907987542287,0.018630231683210634,0.009603028779338616,0.5969442976530761,0.5972153435885236,0.861611086918123,0.6071780906225588
Image_36,Kawung,1509.596568627451,1975.696655132641,1689.4596047794118,1994.0773856209148,0.0847686057469921,0.07512218271684307,0.07913507475124439,0.0749821077954379,24.41237745098039,28.53759323337178,26.386565563725487,28.486182237600918,9.599304734836,9.72543575107375,9.659814769068445,9.717255032914377,0.0001046751756385765,9.171665409497809e-05,9.944283655174693e-05,9.2863345819289e-05,0.010231088682959234,0.009576881230075796,0.009972102915220386,0.009636562967121058,0.8610917532938841,0.8178277115468578,0.8443292794123247,0.8161343661038601
Image_37,Kawung,7323.897993259804,9594.55260284506,7477.372533700982,9761.371257208766,0.13921304689528316,0.10428183236257653,0.13710967132471236,0.10287013250272498,55.634359681372544,67.1921722414456,56.32810968137257,67.87112648981163,8.347889040422542,8.445772855260106,8.348600771898507,8.453907826011855,0.00675645933110913,0.0045562182114027355,0.00646025121234922,0.004491271966642233,0.08219768446318382,0.06749976452849843,0.08037568794324078,0.06701695283017747,0.5196059810733917,0.37178966659986934,0.5099763686330635,0.3608674249558612
Image_38,Kawung,4864.668918504902,4896.838323721644,3499.270710784314,5139.59480199923,0.06371310288122875,0.06814546267307513,0.0786363737575094,0.06670962336136661,44.35261948529412,44.89064206074586,37.415563725490195,45.890811226451355,9.689169183087564,9.726024573079268,9.601616444531354,9.730582079136289,0.0002459633492451821,0.0004458607512178868,0.00042359442676044085,0.0003742437807834534,0.01568321871444705,0.021115415014104903,0.02058140973695536,0.019345381381183815,0.60161510343358,0.5989714005742072,0.7135698476750143,0.579086825816201
Image_39,Kawung,5284.759037990196,5987.441368704345,5412.132766544119,5964.421084198386,0.035510973062011286,0.0367393707289563,0.03325257279856326,0.0358858057430909,50.82432598039215,55.19869281045752,51.588005514705884,55.0880584390619,9.887275440476763,9.93809520690914,9.896673957666819,9.938848212358652,6.848867285118704e-05,6.783479160486141e-05,6.730844863604144e-05,6.724471305434976e-05,0.008275788352246995,0.00823618792918553,0.008204172635680056,0.00820028737632711,0.5192762093673017,0.45516794550066125,0.5077267590292908,0.4572433610218649
Image_40,Kawung,1582.895756740196,1888.6241445597848,1590.729136029412,1821.0492887351015,0.08664304933690654,0.07969270378863362,0.08579096669762647,0.0812462124795453,25.26815257352941,27.727904652056903,25.429687500000007,27.40019992310649,9.244716163346304,9.320993929481146,9.256672813693537,9.316161422893419,0.00014221918853325643,0.00012987853575969143,0.00013900657105290036,0.00013111852848126754,0.01192556868804404,0.011396426446903933,0.011790104793974495,0.011450699912287787,0.8545088906569489,0.8262057313652847,0.8541247205731143,0.8324264296677172
Image_41,Kawung,5094.0040594362745,6693.578254517492,5462.117049632354,7042.535978469819,0.11439552396789174,0.09578630588837111,0.1133237641084253,0.09448658411149702,43.45672487745099,51.64635140330641,45.302343750000006,53.10483660130719,8.649202800174063,8.758695850778976,8.660524009849585,8.759734081514557,0.0021080404866067135,0.0017344060582974545,0.0021640290374345217,0.0018399435582180034,0.04591340203695119,0.04164620100678398,0.04651912550160978,0.042894563271095365,0.6144374430834982,0.4938207443087656,0.5865824386592006,0.4674300876604187
Image_42,Kawung,4510.673514093138,6223.672064590542,5807.23653492647,6273.0023221837755,0.11640458614885295,0.0911736842181921,0.09235707643436764,0.0899315519432876,44.18227634803921,53.718723567858504,51.02829350490195,54.10780469050364,8.933671576305832,9.079444927330108,9.013467471279164,9.078075771643986,0.003898033954601295,0.0025540106199357557,0.0025783163655129634,0.0025501401067019288,0.0624342370386737,0.05053722014452077,0.05077712443131221,0.050498911935822226,0.6590377192451348,0.5285793975190075,0.5603636000718238,0.524843869489109
Image_43,Kawung,5279.188158700981,7297.446920415225,7103.340808823531,7520.59844675125,0.10508107512292883,0.07606696724345126,0.07469565042395859,0.0733943593693,48.65543811274512,59.81582468281431,57.949234068627455,60.87480199923107,9.140359615716617,9.275387547089842,9.233221757058159,9.282505487429317,0.002572108543363731,0.0015832848129715583,0.0014382561460360805,0.0015089492241250478,0.05071595945423621,0.039790511594745274,0.037924347667904326,0.038845195637620976,0.6067248893929093,0.4558708279064906,0.47050707947407555,0.43923903658556
Image_44,Kawung,4588.049693627452,6284.8688043060365,5614.417784926471,6233.257054978854,0.0928441731290016,0.0722260733021617,0.07493105576180226,0.07372440739317203,40.94087009803922,50.35709342560554,46.58592218137254,50.218039215686275,9.406516469925371,9.547842224956387,9.48648563979189,9.550423808876111,0.0009757232372690194,0.0006473629977882402,0.0005823628016042509,0.0007024594243393508,0.03123656890999745,0.025443329141215783,0.024132194297333404,0.026503951108077278,0.6357254202949125,0.5007563340723984,0.5542090321803598,0.5048529197007955
Image_45,Kawung,4805.796093749999,6012.920476739713,4791.776409313725,5925.799031141867,0.10806950282247654,0.10262407674215096,0.11281996969748391,0.10560831854550383,45.18947610294117,49.765813148788915,45.016145833333326,49.10658977316417,8.1933562988886,8.261283078594133,8.194612201448365,8.254076117518487,0.0023407037567056543,0.002357535275005132,0.002446377412120638,0.0024867674441601943,0.0483808201326275,0.048554456798579594,0.04946086748249204,0.049867498876123656,0.6432888690627043,0.5540344698677402,0.6440013502386156,0.5604961624151074
Image_46,Kawung,4208.710110294118,4687.483475586314,2926.0768995098038,4886.868158400614,0.07323339547026415,0.06746871352037687,0.09279365896062008,0.06391659924979792,41.20502450980392,43.63104959630912,34.19828431372549,44.884582852748935,9.29283802317072,9.353584306269076,9.200536996081823,9.373476779056212,0.0003307474232416618,0.00043319759457257815,0.0008996618403603783,0.00039303051010605586,0.01818646263685332,0.020813399399727525,0.029994363476499687,0.01982499710229628,0.6595040226821395,0.6221675650192074,0.763838281321687,0.6060962674136057
Image_47,Kawung,2596.128829656863,2789.7110957324107,1731.6056525735294,2685.8508419838527,0.07493090367878914,0.07255830932552246,0.09137908046055221,0.07222061829231613,31.45223651960785,32.90334486735871,25.388342524509806,32.21565551710881,8.84300916886229,8.879029146112376,8.661072171877008,8.860008929140978,0.0002247215426458575,0.00021529967845744716,0.00026847865754757786,0.00021812176755723893,0.014990715214620599,0.014673093690747263,0.016385318353562064,0.014768946054381773,0.758584894368846,0.7399750249084541,0.8388356822690195,0.7496502055300611
Image_48,Kawung,5471.558180147059,6427.022145328719,5397.6375612745105,6435.988512110725,0.06268631121713257,0.051167622684303166,0.06690823878749776,0.05285641376390483,48.80183823529412,55.43263360246059,48.28826593137255,55.11294117647057,9.398044089871522,9.508360083005908,9.39617343159791,9.502974475622155,0.0003352553658373582,0.0002956540685191763,0.00035369403726181044,0.00029724101323818747,0.018309979951855716,0.017194594165585192,0.018806755096555345,0.017240679024858256,0.531491952635976,0.44616454079808393,0.5355225965984871,0.4453964085551078
Image_49,Kawung,7450.121139705881,9268.242660515189,7513.605836397061,9671.153156478276,0.14599089317370728,0.1310836809378732,0.14605942259958798,0.12400948557768846,57.90545343137255,65.49971549404074,58.146246936274515,67.14223760092273,7.966944242606442,8.043353430538847,7.963405263888895,8.052489635430916,0.008303009701985114,0.00785631185237512,0.008544247461162778,0.007236148992468959,0.09112085217986668,0.08863583841976742,0.09243509864311704,0.08506555702791206,0.5277500688403761,0.4125884210847234,0.5238247625339965,0.38705229666918145
Image_50,Kawung,4139.905667892157,5429.34737408689,4564.902251838235,5453.9933564013845,0.0849331563054578,0.06552422817010614,0.0728360114642109,0.06536106720305683,42.15943627450981,49.34193002691272,44.487239583333334,49.50077662437524,9.172780923321252,9.303391043146071,9.219415246649412,9.306960358915784,0.0006773909730482268,0.0004371485193122866,0.00046610725517228955,0.0004326525701158028,0.026026735735551372,0.020908096979693935,0.021589517251950994,0.020800302164050474,0.6365223809713085,0.5211289542661341,0.598188958470094,0.5189467490136275
Image_51,Kawung,5160.564169730394,6035.154294502116,3705.31587009804,5627.875340253749,0.13040363907588765,0.11721651618632489,0.15869193104129103,0.12425494532623751,45.30629595588236,49.69304113802384,38.38642769607844,47.41957708573626,8.370526547906277,8.44959648674297,8.297003991821953,8.42262166745268,0.0058063275646310945,0.0047446603286436,0.008430345323350697,0.00524327729508702,0.07619926223154064,0.06888149482004292,0.09181691196806119,0.07241047779905212,0.6146373235622792,0.5494552230110487,0.7233751354559409,0.5798605903003485
Image_52,Kawung,4913.769837622547,5755.165444059978,4917.656464460786,5728.400015378701,0.07233164468478248,0.07154296602989012,0.07234912042857775,0.07229319045556154,47.91977634803921,51.911680123029605,47.886243872549024,51.7599231064975,9.107553178412868,9.178071492847444,9.10640392399304,9.179223549512434,0.0013102429429185886,0.001501309539805248,0.0013161450026357056,0.0015718336232729817,0.036197278114778034,0.038746735860008236,0.03627871280290559,0.03964635699875818,0.6069024024871187,0.5405082462150632,0.6065574097983888,0.5426448871160587
Image_53,Kawung,4282.00150122549,4625.299131103422,4262.814292279412,4559.305082660515,0.0885960283006588,0.07614307624404706,0.07988436865547022,0.07465479870501167,46.087622549019606,47.27347943098809,46.16907169117647,47.43847750865052,9.587623825527675,9.633402879799483,9.595355632818164,9.638246154451268,0.0011897935467653667,0.0009068071739479729,0.0009706090496668949,0.0009151083611558622,0.03449338410138047,0.030113239180599168,0.031154599173587434,0.030250758026136505,0.620041541031415,0.5876185327606177,0.62148743695886,0.5935078262025081
